business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife
5lPqYrIthr9cv_LQHrffkQ,26,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
wQTv2-JPA_T0osFwwefCYA,32,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
eUbq0uNxRlXQ6sy7phM7yA,1253,215,1,0,0,0,17,2,3,0,2,0,1,4,5,2,1,66,6,0,0,0,0,0,46,8,0,0,0,1,9,0,0,0,3,12,0,0,0,26
75ptvXSg7abUSN_D82O-qw,90,9,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
gHvqhb6TjIupKZyot0DIgA,121,22,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,4,1,0,0,3
X9sz3xeaLujW9PhsSLCQyg,265,43,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,7,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13
JgjMHbZ4A407ZOmvEEoa6g,80,13,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Agq4zoNLSIpT1_ZJbnrvww,142,15,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1
V16Mua3SnXLt95N4EEolTw,223,40,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,0,8,1,0,0,0,2,2,0,0,0,2,0,0,0,0,6
QfhNSjJ7fXERSRp5FkEnVw,405,62,0,0,0,0,1,0,2,0,0,0,0,0,5,3,0,8,1,0,0,0,0,0,20,4,0,0,0,2,0,0,0,0,0,0,0,0,0,16
uyW6OtCjZmPzYiAvPw60cA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nVM8SLX5Yp3E6NNmL7tAPQ,468,68,0,0,0,0,4,0,3,0,0,0,0,0,7,3,0,18,2,0,0,0,0,0,15,3,1,0,0,0,2,0,1,1,1,4,0,0,0,3
GHuliK23HiSurTLi2GnJ4g,246,40,0,0,0,0,0,1,2,0,0,0,1,0,2,1,1,5,2,0,0,1,0,0,10,3,1,1,0,1,1,0,0,0,1,2,0,0,0,4
AIg-IBSPAkg015_C7nvIdA,85,12,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
KuOz1G9q38lHKQLnqsZW_Q,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GobfrBZcaDBtCM8P94NpOw,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYQHebkSHB0DE3xbn3f7Yg,87,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
QsBKnLp420eDQF3bgYUDRw,23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jCy-3qRF0t5XGX36JPOvFA,175,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,2,1,0,0,0,5
Irp5sgl7XASH5ZTw2D47qw,323,57,1,1,0,1,4,1,0,0,0,0,0,3,1,0,1,12,1,0,0,0,0,0,15,3,1,0,0,2,1,0,0,0,1,1,0,0,1,6
lyhNDfX8UatlRO5H3Kfccg,187,23,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,6
cFK_BOgLb4zHxblDrkHW8g,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-nxuUr0NDWwFPaJJp4t-g,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dyBqZmT2fYN5f7UA6QFmqg,163,27,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,10,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,3,1,0,0,0,0
hBKae4zITTiK29mZEhVChA,83,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2
rRxU-XEy0JvJp5hkZr1LTQ,16,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8HnENhP3EVThAPkjfo3Xw,226,31,0,0,0,0,1,3,2,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,13,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1
6yBizH8RnIYXk6vboLk3PA,481,72,1,1,0,0,5,1,1,0,0,0,0,1,2,3,0,24,1,0,0,0,0,1,13,2,0,0,1,0,5,0,0,0,2,2,0,0,0,6
3PqvtW0Io6vJmeKatHBHkA,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MqEpbXuQzszoC5uz4MgC6g,65,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lZCuDuBYPOaDV8k8tlQlSg,383,24,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,8,3,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,2
HXYJIJ7lDhOUjaOvjVpZTw,30,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7EbGTD7ZF30vEFBiHyN_0A,514,124,0,0,0,0,6,2,1,0,0,2,2,1,6,2,2,20,1,0,0,0,0,0,34,6,0,0,0,3,2,0,0,0,5,4,0,0,0,25
TDQ0lSTHW3RyfVWQuwbBGg,446,91,0,0,0,0,7,2,3,0,0,0,0,0,5,3,0,13,2,0,0,0,0,0,21,9,0,0,0,1,3,0,0,0,3,9,0,0,0,10
szCpLKuocAQnErkNiElHNw,154,25,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,1,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
GHW8yU03OLKVppxnM-GYQw,320,39,1,0,0,0,7,0,1,0,0,0,0,0,1,2,0,8,0,0,0,0,0,1,11,2,0,0,0,1,0,1,0,0,0,1,0,0,0,2
sCeUEBoPePy5KTf6iTAGqA,152,53,0,0,0,0,4,3,2,0,0,0,0,0,3,5,0,7,3,0,0,0,0,0,9,3,0,1,0,0,2,0,0,0,1,2,0,0,1,7
ftc6tzrCBJVbuIi_yTedwQ,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GXR2Jv645UiQr971MZyHWA,453,63,0,0,0,0,6,2,0,0,0,2,0,0,2,0,0,19,4,0,0,0,0,2,12,1,0,0,0,1,2,0,0,0,2,2,0,0,1,5
B5XrixG1cOY4x_i78MgvJg,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6B-D2_SQaGU53KQ14LmzoQ,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qTutBN2eY81xLz3TeGWAzA,133,22,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,4
Wv1A_nvyUuMEThZFuqLyvg,220,21,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
8qQTcEaMAD3GnDy7Y_CL6A,374,110,0,0,0,1,13,2,1,0,0,0,0,1,5,1,2,26,2,0,0,1,0,1,24,4,0,0,0,1,8,0,0,0,3,1,0,0,0,13
kGmMiW1qCoJ95-5Y9Vk8kw,184,45,0,0,0,0,4,0,2,0,0,0,1,2,1,0,2,10,3,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5
hSFmjAeFlsltnIowdrembQ,344,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,1,0,0,2,1,0,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2
DLGgb7AshSYzf5evS0BmqA,221,38,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,5,2,0,0,1,0,0,9,3,0,0,0,2,0,0,0,0,1,3,0,0,0,7
Wntfpa8QcJ5wXLyzMq-J5A,307,100,1,0,0,1,2,2,3,0,0,1,1,0,9,5,0,11,2,0,0,0,0,0,15,4,0,0,1,5,2,0,0,0,4,8,0,0,0,23
xcTqkNlR1I3qjQicGd6gsA,36,24,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
UU1VB0-TdLLQzR0_DGLQ1g,68,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YsrwxK1QrMD24BD1h32FYw,116,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
tqywh0jPNukMEvWlO7QufQ,112,14,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1
sLkK9Ofmk9UFDrjXxh3iLA,32,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0CY-MuVUYMhsrGWGeema5w,40,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1
xr0AMN0Ma1gl757lvMmd4Q,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1VBBIelTdjwtqE4pKwghA,641,112,1,0,0,0,15,1,5,0,0,0,0,1,5,2,1,23,2,0,0,0,0,2,29,4,0,0,0,1,4,0,0,0,4,2,0,0,0,10
mAM8m5iXalmqmFT6aQsyZA,391,74,0,0,0,0,5,0,3,0,0,0,0,1,3,2,0,7,5,0,0,1,0,1,15,4,0,0,0,1,1,0,0,0,2,9,1,0,0,13
j1zh2QS6v4vvdKbpxu58lw,214,42,0,0,0,0,3,1,5,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,12,2,0,0,0,0,0,0,0,0,0,6,0,0,0,4
L9q__oKXL5YW29-Lsp5rbw,502,115,0,0,0,0,13,0,1,0,0,0,1,2,6,0,1,23,2,0,1,1,0,0,30,2,0,0,0,1,3,0,0,0,4,5,1,0,0,18
kCvz5tJm9qz4HzKNwzanIg,296,52,0,0,0,0,4,1,1,0,0,0,0,0,2,2,0,12,1,0,0,0,0,0,10,2,0,0,0,0,2,0,0,0,1,4,0,0,0,10
75Z0hp-jONSM4kLUiPxEEw,56,15,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,1
5F7DQ30QKQ5ux4v--As_Ww,102,22,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3
j_3G517IcQEUs6v1qKm5FQ,70,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WFciX1Zy7CwmrcFEhRcKXQ,87,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
pl0vL3KPs8bv1IESSFIfRw,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hFNplgUgW_edaqi0MTWf0A,112,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
A2EQ-c_AaRoTmRGfO-HByQ,120,14,0,0,0,0,1,0,3,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
vVH6-wyRwMBEQmf_k24HYg,170,37,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,2,1,0,1,0,0,0,0,0,2,1,0,0,0,7
eQVVDgPlAGxXaDBKzCEq9A,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEEPT4hrxQw83qI3sDRV8w,184,21,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
sPAGskLJD0pSDl_QotGk3A,55,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9gOBmODi5-XQ0EbIxkx2MQ,270,53,0,0,0,0,11,1,0,0,0,0,0,0,1,1,0,16,2,0,0,0,0,0,12,0,0,0,0,1,2,0,1,0,1,0,0,0,0,4
t2xwpYWu5RS6J7NsnKeY8w,63,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4ifG4fzdtwMbslU4h4zqPw,36,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
mE0swcGPI1X4vTqsFNMf-A,82,13,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
dwt5QjusCtuW3-ucIIUbvQ,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VGxHDM-0Ic6E5CrXl0qMfQ,185,33,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,8,3,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6
sqBd_ESMeqKz_AiRJXnHkw,321,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
j68RDnvOaYEwGcY9cTEHpA,372,33,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,2,1,1,0,0,1
X3bKIX-3uk9970bNst49tA,749,156,3,1,0,0,14,1,0,0,0,1,4,1,5,1,0,41,6,0,0,0,0,0,29,8,0,0,0,2,6,0,0,1,4,5,0,0,0,23
je295BZsK7HtYceCTvT48g,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O1B-lQ37RoHLis-orL43Cg,199,48,0,0,0,0,3,2,3,0,0,0,1,0,6,1,0,7,3,0,0,0,1,0,7,3,0,3,0,0,0,0,0,0,5,1,0,0,0,2
zyauuvAYdVweBK4L7wBRmw,136,55,0,0,0,0,2,1,9,0,0,1,0,0,9,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,18,0,0,0,8
5oq_n-rGK_MzIyrAWmMY1w,328,82,1,0,1,2,6,1,0,0,0,0,1,0,0,0,0,13,3,0,0,0,0,0,25,1,2,0,0,0,6,0,0,0,1,2,0,0,0,17
aY8pA_-9U97ZAC9bq5BeiQ,199,22,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,4
1iA6NHFM-draC35JtG6qLw,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bzr_UttqAk7sBb3TIn6Apw,61,25,1,0,0,0,3,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,1,2,0,0,0,1
GA82Hdfv2me7IYm4ojbzcg,42,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0JfXy6YDhS3AumK2OWEDtA,41,15,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
JS_6WAQTILwGUwlL-oI9ag,72,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ugfCIKNhtrRhoD33BTZr6g,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ySxcc8ETrut9pasw6I2__Q,238,25,0,0,0,1,1,0,2,0,0,0,1,0,1,0,1,7,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
m9lY7-_STgR1zunqOY9G8g,304,26,0,0,0,0,3,0,1,0,0,0,0,0,4,1,0,5,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5
ROObtmtjJBQooXKVWfqF5w,9,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W6BYNq6t9aWB_noAD31fmQ,219,49,0,1,0,0,9,1,0,0,0,0,0,2,0,0,0,20,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5
iwdryapdfPtF_g--NQ-PpQ,144,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3,0,0,0,3
jtB7RWXq0w0UusnfTFq0rA,399,81,0,0,0,0,12,0,1,0,0,1,0,0,5,1,1,19,4,0,0,1,0,1,13,3,0,0,0,0,3,0,0,0,2,1,0,0,1,12
eY3-ZE8-njGOglACqFYqVQ,323,77,0,0,0,0,4,2,1,0,0,0,0,1,7,2,0,9,2,0,0,0,0,0,17,7,0,0,0,3,3,0,0,0,2,3,0,0,0,14
AXFwfcvUWwBWY-1AjJtOpg,145,22,0,0,0,0,1,0,4,0,0,0,0,0,3,0,2,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
YIHr3eu8i09s5DavOXkIrg,216,23,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4
RpECLdpXyIW650_aX6zlIg,87,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
sZA0keiME0I0IXSh_zPZGw,312,58,0,0,1,0,7,2,0,0,0,1,0,1,2,0,0,17,2,0,0,1,0,0,9,2,0,0,0,0,3,0,0,0,1,5,0,0,0,4
h7ExQ4-8BMfZ5xAk8C6JEA,30,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JRr4gCR5cQ49RUBiSpNZUQ,18,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tJj3EJKMJGQWElCPQ_5acA,232,40,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,11,1,0,0,0,0,1,9,1,0,0,0,0,2,0,0,0,1,4,0,0,0,5
rgGJMwcrNTuCcY493q_YuA,406,90,0,0,1,0,10,0,1,0,0,1,1,0,6,3,0,10,2,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,5,1,0,0,18
tCbdrRPZA0oiIYSmHG3J0w,125,9,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
ieFg8CYaGJn1hMZU6zfivQ,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5nVOUdnY8IZS6eQEfOI_w,618,99,0,0,0,0,12,3,1,0,0,1,0,0,4,1,0,22,4,0,0,0,0,0,16,16,0,0,0,2,2,0,0,0,3,3,0,0,0,9
6l3VwoqCLsAOOlhk62B5pQ,406,94,0,0,0,1,10,6,0,0,0,0,1,1,2,3,0,12,3,0,0,0,0,0,20,4,0,0,0,2,5,0,0,0,4,1,0,0,0,19
y-MM8_RYgtvgyJojV1RWLg,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
qRFM_PLwkz-S6HtsYI_2PQ,100,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
JkhXi-3RJtmUTlkjrSdWSw,592,84,0,0,0,0,8,0,3,0,0,2,2,0,8,4,0,14,3,0,0,0,0,0,12,1,0,0,0,2,2,0,0,0,3,2,0,0,0,18
TlUnHuSW4qW7yUq__-Ct9A,118,18,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2
nVHJ-gVhG4HdOO8i3X6Meg,70,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dqd7NpbF6AnI18RIP1XNig,24,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Td_nJZoWOXGn57o1JRICaw,180,25,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,7,1,0,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3
oYhgvmNWRtdaWELpHJnISA,313,56,0,0,0,0,12,2,0,0,0,0,0,0,1,0,0,11,3,0,0,1,0,0,6,4,0,0,0,2,5,0,0,0,2,0,0,0,0,7
ccYb50cjhEn_Lc8kQTAX9g,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4PgITSqSWoPhyJ-Mjko7Q,216,27,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,3,1,0,0,0,0
eAPY_lYEo5FShEaeoXtQKA,57,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8oz6JU_1D8PaLDNvqbHBVg,59,14,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
