business_id,num_reviews,num_relationship_words,aunt,aunts,bae,bf,bff,boo,boss,boyfriend,brother,brothers,buddies,buddy,child,children,classmate,classmates,client,clients,colleague,colleagues,cousin,cousins,coworker,coworkers,dad,date,daughter,daughters,father,fiance,fiancee,flatmate,flatmates,friend,friends,gf,girlfriend,grandchild,grandchildren,grandfather,grandma,grandmother,grandpa,grandparents,housemate,housemates,husband,kid,kids,mom,mother,neighbor,neighbors,nephew,nephews,niece,nieces,pal,pals,parent,parents,partner,professor,professors,relationship,roommate,roommates,siblings,sister,sisters,son,sons,spouse,sweetheart,teacher,teachers,uncle,uncles,wife
k4zJfURHmAWRMECfGS5fxQ,543,89,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,2,0,0,0,5,9,1,6,0,0,0,0,0,0,0,0,0,14,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,10
SwafLjsIK8X4F6md2n6PRw,327,51,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,4,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5
8e-xCj4xWGoYknADpovxVQ,127,12,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JBFzDz96PxzZIdB89T7ipQ,256,59,0,1,0,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,0,7,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,11
ufZddj_Wo51i7WKGKORl_g,84,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
HvqNINVvpCc7h3Gf8YnecA,164,51,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,16,0,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
bPmWDBkjBhV11Yk4BipG4Q,1096,312,1,0,0,6,0,0,1,22,3,0,1,2,0,1,0,0,1,2,1,0,1,1,2,0,4,7,5,0,2,2,4,0,0,38,14,1,12,0,0,0,1,2,1,0,0,0,70,0,2,7,6,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,5,1,6,2,1,1,0,0,1,0,65
gr8vTH6FhwQ1AO06W4t59g,526,135,1,0,0,1,0,0,0,7,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,16,4,1,1,1,0,0,7,1,1,2,0,0,0,0,1,0,1,0,0,26,2,17,3,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,16
z7H7GmFn5UO1UyqHN-aKoQ,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JdIO0SZKGZPonTuZH8mDXQ,504,66,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,1,0,0,0,5,2,1,4,0,0,0,0,0,0,0,0,0,15,0,2,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,7
cTvd8p0R3qgmzobsSIY-cQ,815,162,2,0,0,2,0,0,0,3,3,2,0,0,0,3,0,0,0,0,3,3,1,2,0,2,5,1,10,4,0,0,1,0,0,20,16,0,2,0,0,0,0,0,1,2,0,0,27,0,6,7,5,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,18
_JlTf8X3R1v3igOYthZdkQ,721,218,0,0,0,2,1,0,0,20,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,3,3,9,1,0,0,0,0,0,17,8,1,12,0,0,0,0,0,0,1,0,0,47,0,1,5,5,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,14,2,8,2,0,0,0,0,0,0,40
3JrdnGYWUzUzepplmi7HlA,309,71,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,19,0,3,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,6,0,1,0,0,0,0,0,6
1-e7ysdC7sS417BDDAdfZw,98,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
U5fyW8R622QWtsFrbgwg8Q,147,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
m--WeFBAQaz5rHmJ-aRlkQ,115,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,5
t5EgwRXG6MZSihdqugOSKg,875,176,0,0,0,4,0,0,1,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,4,3,0,0,0,11,19,1,7,0,0,0,0,1,0,0,0,0,37,2,6,6,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,36
GMHAjYJCup4uUjb8IkOLvw,221,59,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,3,4,0,2,0,0,0,1,0,0,0,0,0,14,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,3
zNeUKQpxP-IKpYYVLRKxgg,192,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5
R34pwzyvkhVVcLnEexvPdA,738,154,0,0,0,1,0,1,0,9,4,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,4,0,1,3,0,0,0,9,4,1,1,0,0,0,0,0,0,1,0,0,38,0,5,5,1,0,0,2,0,0,0,0,0,0,5,3,0,0,0,0,0,1,5,1,12,1,0,0,0,0,1,0,29
4JJBEKXuSGpLOM5XA8PSXQ,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96RSYhKtJXU70XmKuhtHeQ,346,73,1,0,0,2,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,6,8,2,1,0,0,0,0,0,0,0,0,0,13,0,1,2,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,2
HRzHzvPXjsVo7a1MwE5rrA,29,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_WNv5lBB95rOOWG_IlqkRg,388,55,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13
3_RuVmLNa-1GNHOMvl_bsg,225,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
5BfsDY7suAqe83YpWPm6Yw,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VsSIGh14GaAtYVLSzjY78Q,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GKPLJQW8FqHAWQbllymsog,411,131,1,0,0,2,0,0,0,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,9,0,2,2,0,0,0,3,2,0,2,0,1,0,0,0,0,0,0,0,28,0,7,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0,30
SArgfN2Q1YGoVG8A16tiRQ,223,85,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,0,13,0,1,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,29
xzNpwCvIKe2TfmvlEpw0IQ,346,51,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,0,0,0,11,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6
tCZoMAPrsdHcNHUhRkeQUg,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O96BRAOq1zhOMO7bNJfPYA,164,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,8,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
1r3_9mn5C0FcWlpDhcbTNA,397,105,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,0,17,8,0,5,0,0,1,0,0,0,0,0,0,25,0,1,2,3,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19
LrE5Rqg4pBRwgDfk3toOAw,122,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
A_KjvHLvLmRrFiFZWqCMGw,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AaW5qvILHRqQPLTY6uBniQ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AagoYYmC_3YugXr2QmSuHA,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uwfPiRZVk-ABNb0I1z86Wg,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XKunwTdvwooneHIbek7oIw,548,106,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,27,0,4,3,1,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,1,0,8,0,0,0,0,0,1,0,23
Lg7aBaURc2MiAhM4ZJldvQ,593,167,2,1,0,1,0,0,0,12,2,0,0,0,3,10,0,0,0,0,0,0,1,0,0,0,2,0,14,1,2,2,0,0,0,5,4,1,2,0,0,0,0,0,0,0,0,0,36,4,16,3,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,1,8,1,0,0,0,0,1,0,17
XLk2ekcacvU9JLH3xuzd9w,180,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4
TvHDbqCFjZYUVDWD2OWNlA,148,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
w6OVXlNqhmy3zYj-3q26Yg,381,82,1,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,6,2,1,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,19,0,6,2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8
nbD4hcCWGT3VgL0KkQ70Jg,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AHsLqoCde8FD6bO_QouXOQ,350,82,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,16,1,13,4,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,10
QdzRS1s0tSltIokm2xV-kA,1164,204,0,0,0,3,0,0,1,27,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,1,10,1,1,0,1,0,0,18,12,1,2,0,0,0,2,0,0,0,0,0,39,0,2,7,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,8,0,9,0,1,0,0,0,0,0,39
TU-MYM548DAVweH8Xa0OSA,670,186,0,0,0,2,0,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,2,3,8,1,0,1,0,0,0,35,28,0,3,0,0,0,0,1,0,0,0,0,35,0,4,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,0,5,1,0,0,0,0,0,0,14
WCQ9YGdpS97t6wAoRAGhiA,575,162,0,0,0,2,0,0,1,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,17,1,2,2,0,0,0,13,8,0,5,0,0,0,0,0,0,0,0,0,43,0,0,5,2,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,0,27
8F4qZCWSwQig-zR8jix0eg,178,32,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,10,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5K6W5eZKzJNImYVxHG7G4g,759,131,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,0,2,2,0,0,0,10,5,0,2,0,0,0,0,0,0,0,0,0,33,1,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,7,1,1,0,0,0,0,0,32
o7isFFb6UVcsR0N8DDJRhQ,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
