business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,family_pct,romantic_pct,friendship_pct,professional_pct,name,categories,stars,review_count,address,city,state,longitude,latitude,metroarea,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
or-Kyw7kmNin1pWbu2RLJw,527,110,0,0,0,0,17,0,3,0,0,1,1,0,10,2,0,28,5,0,0,1,1,0,23,1,0,0,1,0,1,0,0,0,1,5,1,0,0,8,58,23,28,1,0.5272727272727272,0.20909090909090908,0.2545454545454545,0.00909090909090909,Lucile's Creole Cafe,"Cajun/Creole, Restaurants, Breakfast & Brunch, Sandwiches, American (Traditional), Southern",4,628,2124 14th St,Boulder,CO,-105.2776553,40.0200923,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ziix5uzW9hJu5nYDxCmm1Q,64,18,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,13,3,1,1,0.7222222222222222,0.16666666666666666,0.05555555555555555,0.05555555555555555,Ristorante L,"Restaurants, Beer, Wine & Spirits, Food, Italian",3,80,1710 29th St,Boulder,CO,-105.2555163,40.01715152,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
aV1hz0DR6uQhgfJeukwcIA,93,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0.42857142857142855,0.0,0.5714285714285714,0.0,Protein Bar,"Gluten-Free, Vegetarian, Juice Bars & Smoothies, Food, Salad, American (Traditional), Restaurants, Vegan, American (New), Cafes",4,91,1855 29th St,Boulder,CO,-105.2566221,40.01925082,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Td13CNFGAILaTv1IR3POYg,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Louisville Shoe Repair,"Shoe Repair, Local Services, Fashion, Shopping",4,14,599 E S Boulder Rd,Louisville,CO,-105.1359526,39.9870885,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
r5vd7Gu8WBzNDCKJcs9Hpg,186,32,0,0,0,1,1,0,1,0,0,0,1,0,3,0,0,4,2,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,4,0,0,0,4,23,3,4,2,0.71875,0.09375,0.125,0.0625,Roadhouse Boulder Depot,"Breakfast & Brunch, Restaurants, Food, Bars, Nightlife, Beer Bar, Desserts, Pizza, American (New), Salad, Vegetarian, Wine Bars, Burgers, Gluten-Free",4,203,2366 Junction Pl,Boulder,CO,-105.2511796,40.02492871,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
gu2tTqIV8U8Kayj1bebz_A,309,44,0,0,0,0,4,0,0,0,0,0,0,2,2,1,0,7,2,0,1,0,0,0,15,1,0,0,0,1,2,0,0,0,1,3,0,0,0,2,27,10,7,0,0.6136363636363636,0.22727272727272727,0.1590909090909091,0.0,Modern Market Eatery,"Sandwiches, Pizza, Restaurants, Breakfast & Brunch, Vegan, Salad, Vegetarian, Fast Food, Gluten-Free",4,330,"1600 28th St, Ste 1212",Boulder,CO,-105.258005,40.015737,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2jz37ru5FArA8tLw7rigQA,43,16,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,0,1,0,0.9375,0.0,0.0625,0.0,Chili's,"Bars, Nightlife, Tex-Mex, Restaurants, American (Traditional)",2,44,579 Hwy 287 N,Lafayette,CO,-105.103712,40.003449,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
MvnYEve4crJR7L4YQPk0pA,178,35,0,0,0,0,1,0,3,0,0,0,0,1,2,0,1,8,1,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,1,0,0,0,4,23,4,8,0,0.6571428571428571,0.11428571428571428,0.22857142857142856,0.0,95A Bistro,"Brasseries, Tapas/Small Plates, Restaurants, Asian Fusion, American (Traditional), Sushi Bars, American (New), Seafood",4,181,1381 Forest Park Cir,Lafayette,CO,-105.129699,40.014286,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
w_IaUM2SzrBOi3eKZD-Hpg,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,GLENN HATTEM,"Education, Active Life, Colleges & Universities, Gyms, Professional Services, Trainers, Health & Medical, Fitness & Instruction, Nutritionists, Weight Loss Centers, Life Coach",5,8,Cripple Creek Trail,Boulder,CO,-105.2520841,39.9675535,Boulder,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
i6zd5dq3OK-qcQevylfl_w,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1.0,0.0,0.0,0.0,Zudaka Healthy Latin Food,"Food, Ethnic Food, Specialty Food, Latin American, Restaurants",4,27,4457 N Broadway,Boulder,CO,-105.2821255,40.0545284,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
gTTO8Dl29G23RYGX0dA6Gw,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0.6666666666666666,0.0,0.3333333333333333,0.0,Espresso Roma Cafe,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food",3,26,1101 13th St,Boulder,CO,-105.2762305,40.0073137,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
UYmatKG6_NMm0WOADzoDoQ,11,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1.0,0.0,0.0,0.0,Arapahoe Center YMCA,"Parks, Community Centers, Local Services, Active Life, Child Care & Day Care, Public Services & Government, Fitness & Instruction, Gyms, Boot Camps, Amateur Sports Teams",4,12,2800 Dagny Way,Lafayette,CO,-105.1344842,40.0126755,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Ubagys4LxOQjS72hNh_iuA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Batteries Plus Bulbs,"Lighting Fixtures & Equipment, Shopping, Mobile Phone Repair, Home Services, Local Services, Battery Stores, Electronics Repair, IT Services & Computer Repair",2,5,"1137 Diamond Cir, Ste 300",Lafayette,CO,-105.1035922,40.004317,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
DX6G8Vdu9wUx95Tzh6gEwA,297,42,0,0,0,0,7,0,1,0,0,0,0,3,4,1,0,8,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,21,13,8,0,0.5,0.30952380952380953,0.19047619047619047,0.0,Bartaco Boulder,"Nightlife, Restaurants, Tacos, Mexican, Cocktail Bars, Bars",4,333,1048 Pearl St,Boulder,CO,-105.282153,40.01702193,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
eCLuYcTuQpDPFOezhlxX8g,94,10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,2,0,0.5,0.3,0.2,0.0,Pizza Colore,"Pizza, Restaurants",4,116,1336 Pearl St,Boulder,CO,-105.277733,40.0181033,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-3hOKrEHuGaDR9WiaG-KKw,65,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,Amante Coffee,"Coffee & Tea, Food",4,77,4580 Broadway St,Boulder,CO,-105.2819308,40.05795642,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
zb8F7KE2AkEL8ougak14pA,21,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0.25,0.5,0.25,0.0,Naraya Thai & Sushi,"Restaurants, Sushi Bars, Thai, Japanese",3,21,"1575 Folsom St, Ste 201",Boulder,CO,-105.2633801,40.0151971,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
jnuw3u781ybsdf1B4UHFPw,63,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,1,1,0,0.75,0.125,0.125,0.0,Street Legal Pizza,"Food, Italian, Sandwiches, Specialty Food, Pasta Shops, Restaurants, Pizza",4,60,"3060 Pearl Pkwy, Ste 112",Boulder,CO,-105.2524858,40.0231422,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
x49canS-pbLxFV5577x0gA,140,32,0,1,0,0,2,3,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,3,0,0,0,0,6,26,2,4,0,0.8125,0.0625,0.125,0.0,Dagabi Cucina,"Nightlife, Italian, Spanish, Cocktail Bars, Restaurants, Bars, Mediterranean",4,156,"3970 N Broadway St, Ste 101",Boulder,CO,-105.2804784,40.04745149,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
XyetizHlcU7M96mVoSzB9Q,214,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,3,8,2,4,0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,The Laughing Goat,"Coffee & Tea, Restaurants, Food",4,247,1709 Pearl St,Boulder,CO,-105.273098,40.0195034,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0WG0MyHM-CR9JAzhghUyAQ,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0.25,0.0,0.75,0.0,Harpo's Sports Grill,"American (Traditional), Nightlife, Bars, Restaurants, Sports Bars",3,82,2860 Arapahoe Ave,Boulder,CO,-105.2569205,40.0142821,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ed_WwhtTj-dw1dYu2cDZKQ,63,10,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,2,2,0,0.6,0.2,0.2,0.0,Niwot Tavern,"Seafood, Pubs, Restaurants, Mexican, Nightlife, Bars, Breakfast & Brunch, American (Traditional)",4,70,7960 Niwot Rd,Niwot,CO,-105.1686604,40.1000557,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ntlvEFWeajsiYmbrm_tZWQ,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Abo's Pizza,"Restaurants, Pizza",4,19,502 Center Dr,Superior,CO,-105.1712658,39.9575965,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ef1G6P1laAZcBTnRoGEdnQ,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1.0,0.0,0.0,0.0,Brakes Plus,"Tires, Transmission Repair, Auto Repair, Auto Glass Services, Wheel & Rim Repair, Oil Change Stations, Automotive",3,48,90 McCaslin Blvd,Superior,CO,-105.1651419,39.956333,Boulder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2WY8gJgXW4ToLYQH1hBaxA,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.0,0.0,0.0,0.0,Z Baby Gear,"Hotels & Travel, Event Planning & Services, Wedding Planning, Car Rental, Travel Services, Baby Gear & Furniture, Shopping",5,8,,Boulder,CO,-105.25785,40.04472462,Boulder,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Rhx-DjGT1EHcTS9PCSlcUg,141,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0.25,0.0,0.75,0.0,Waxing The City,"Beauty & Spas, Waxing, Hair Removal, Skin Care",4,145,1933 28th St,Boulder,CO,-105.259127,40.020206,Boulder,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uOMtgS7sTlF-FGDfyFD9cg,36,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.5,0.5,The Deli At Flatiron Park,"Sandwiches, Delis, Restaurants",4,37,2100 Central Ave,Boulder,CO,-105.2171954,40.0216086,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0YvL6hiuT7Pbs3KSXPqPZA,13,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1.0,0.0,0.0,0.0,ebike of COLORADO,"Bikes, Sporting Goods, Bike Rentals, Active Life, Bike Repair/Maintenance, Shopping, Local Services",4,18,544 Front St,Louisville,CO,-105.1304031,39.9757721,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
DL3Xk2nM9cKgE5bVLmPqKA,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,1,0,0.8,0.0,0.2,0.0,Lefty's Gourmet Pizza,"Pizza, Italian, Restaurants, Gluten-Free, Food",4,52,364 2nd Ave,Niwot,CO,-105.1700541,40.102041,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
QGUpU4ucv-OlK5ujJ2yg6A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Boulder Eye Care Professionals,"Optometrists, Health & Medical",4,5,"2795 Pearl St, Ste 100",Boulder,CO,-105.2588864,40.022921,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
JNNI52VKk9wciUp31CBhiw,62,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,Superior Liquor,"Food, Beer, Wine & Spirits",4,76,100 Superior Plaza Way,Superior,CO,-105.164806,39.956465,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
y1Iy749-XOFcm34VJiSVJA,53,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0.8,0.0,0.2,0.0,Scotts on Alpine,"Bars, American (New), Restaurants, Food, Breakfast & Brunch, Nightlife, Beer, Wine & Spirits, Seafood",4,53,1265 Alpine Ave,Boulder,CO,-105.2812259,40.0259755,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
_mI4y777WWbD85VteEHc8Q,166,37,0,0,0,0,3,0,2,0,0,0,0,0,6,2,0,10,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,23,4,10,0,0.6216216216216216,0.10810810810810811,0.2702702702702703,0.0,Spice China,"Restaurants, Chinese",3,187,269 McCaslin Blvd,Louisville,CO,-105.1639352,39.96772397,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
nSf8GCGxuGVppsXUetJAVQ,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Patrick Dolan's Office - Re/Max Of Boulder,"Real Estate, Real Estate Agents, Home Services, Real Estate Services",4,17,"2425 Canyon Blvd, Ste 110",Boulder,CO,-105.2627269,40.0180065,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
I-PAXpa2on7u32XvHwX3HQ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ELDO Esthetics And Waxing,"Waxing, Skin Care, Massage, Hair Removal, Beauty & Spas",4,30,"4720 Table Mesa Dr, Ste B-100",Boulder,CO,-105.238654,39.984982,Boulder,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
_8Hejg5Q-_izIhLvq2ocnw,211,23,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,4,0,0,0,3,15,3,5,0,0.6521739130434783,0.13043478260869565,0.21739130434782608,0.0,Sancho's Authentic Mexican Restaurant,"Restaurants, Mexican",4,220,"6545 Gunpark Dr, Ste 280",Boulder,CO,-105.2003756,40.0706936,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
L4Hr0C6mulgQoY_1zqw84w,105,19,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,4,2,1,0.631578947368421,0.21052631578947367,0.10526315789473684,0.05263157894736842,Mustard's Last Stand,"Fast Food, Restaurants, Hot Dogs, Burgers",4,128,1719 Broadway St,Boulder,CO,-105.2790187,40.0144474,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
pnuxwhpyl1ebDg2uG7icsw,80,7,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,Fresh Baked,"Health & Medical, Cannabis Clinics, Shopping, Cannabis Dispensaries",4,86,2539 Pearl St,Boulder,CO,-105.262025,40.021852,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
YMWBkktsrrAue_uwv8ldHw,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,1.0,0.0,0.0,0.0,Tokyo Joe's,"Japanese, Asian Fusion, Fast Food, Restaurants, Poke, Sushi Bars, Food",4,40,1116 W Dillon Rd,Louisville,CO,-105.1660558,39.9606017,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
