business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife
CoZmZKv2lCYd-UoAsAUobA,262,34,0,1,0,0,4,0,0,0,0,1,0,1,0,1,0,15,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4
6bSQFg8lPXnonUYh9tphdw,172,27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0
xdpH27x6qGSG21LLa6TaXQ,319,79,0,0,0,0,3,1,1,0,0,0,0,5,2,4,3,14,5,0,0,0,0,0,24,6,0,0,0,1,1,0,0,0,1,2,0,0,0,6
Je42YeoIWbMUQphd-UsKLA,173,39,0,0,0,0,3,0,0,0,0,2,0,0,1,4,0,21,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
xdTsreID2XEhm8XlXcgtVQ,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aoZ-M3cVjBKpZAxRkaXi_Q,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4mmKcjlUWF3NTjtgrmBMFQ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vV5ciKb5sDKVmF8mAoz1iA,236,51,1,0,0,0,6,0,2,0,0,0,1,0,5,1,0,16,4,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,3,0,0,0,0,3
jGennaZUr2MsJyRhijNBfA,813,70,0,0,1,0,12,1,2,0,0,0,1,0,3,0,0,15,1,0,0,0,0,0,8,3,2,0,0,4,1,0,0,0,4,1,0,0,0,11
72PQGMhrEcIuWH-S44TprA,1541,319,0,0,0,2,45,5,3,0,0,0,3,9,6,4,2,92,24,0,0,6,0,2,34,23,0,0,1,5,9,0,0,0,12,8,0,0,0,24
_QUh5vFHSuw8R_uiFZ7XKQ,1169,271,0,0,0,2,39,3,1,0,0,0,6,4,9,5,6,104,9,0,0,1,0,0,25,5,0,1,0,3,4,0,0,0,9,12,0,0,0,23
qbpJFE-XlspCCk3PWhZ0AA,621,143,0,0,0,0,15,2,2,0,0,2,0,2,7,2,4,74,14,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2ILe62hVJfiZEOcKxFYKDA,402,113,0,0,0,0,26,1,2,0,0,0,0,2,3,3,4,23,7,0,0,0,0,0,21,1,0,0,0,1,2,0,0,0,0,3,0,0,0,14
hpz2qRnei2IJROLJUJVvPQ,255,59,0,0,0,1,11,1,1,0,0,1,0,1,0,3,1,21,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,1,0,0,0,7
fIA6vAsSGHxHDU8k0djIrg,168,36,0,0,0,0,4,1,1,0,0,0,0,0,2,0,0,5,1,0,0,0,0,1,7,3,0,0,1,1,0,0,0,0,3,3,1,0,0,2
ch1ercqwoNLpQLxpTb90KQ,367,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
G-mqbRnV9rX5Nf2NK4tJRA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-EQKCGPirfEd33MkbD4ug,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JhSoyaXFf9xUfvow263gug,28,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH4c_oijp86ooTJmLvx6SQ,289,55,0,0,0,2,8,1,0,0,0,1,2,1,3,0,1,22,4,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2
vKHj8egEtB0WqYy7RNZrqw,285,87,0,0,0,0,2,0,6,0,0,1,0,2,3,5,1,16,1,0,0,0,0,0,23,2,0,0,1,1,1,0,0,0,2,1,0,0,0,19
Oj5Seggqo_2FfKSjcAg7yw,516,117,1,0,0,0,16,2,0,0,0,2,1,1,4,0,0,61,6,0,0,0,0,1,11,0,0,1,0,0,4,0,0,0,1,0,0,0,0,5
DSkmkEUvpVICLd1mjppk5g,148,16,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0
tbR3eFhZ9rr06tJDvO2pjw,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N9f8XoP3Q019I2ph6-_aLA,320,35,0,0,0,0,4,0,0,0,0,0,1,0,2,0,1,11,0,0,0,0,0,0,6,2,0,0,0,0,1,0,1,0,2,0,0,0,0,4
MvuzZyWA0BOFv6QtaTEwqw,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0Ng-wDNyA-96uaJZP8EKZg,103,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
nzyu4lcjIOH_zPMlaPbmrw,578,93,1,0,0,0,24,4,0,0,0,0,0,0,0,1,1,44,3,0,0,1,0,2,3,1,1,0,0,2,0,0,0,0,3,2,0,0,0,0
8feSeua4AjWADriNROnUpw,19,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cC2U-mBeWYOYfvt662aGYA,135,21,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
oz882XuZCxajKo64Opgq_Q,1891,306,0,0,0,3,38,4,5,0,0,7,5,1,8,7,4,103,18,0,0,0,0,2,39,10,0,0,0,3,3,0,1,0,11,7,0,0,0,27
C2-TNtNc___1tkYAmPgmWQ,174,35,0,0,0,0,3,0,3,0,0,1,2,0,0,2,0,11,1,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
sAdkyll7l2eFgb3EGPm58A,564,46,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,9,0,0,0,2,0,10,7,2,1,0,0,2,1,0,0,0,1,2,0,0,0,3
H61GvE_VbTXtQbEgTPLchg,950,195,0,0,0,0,29,1,6,0,1,0,0,2,6,1,5,43,12,0,0,1,0,0,26,7,0,0,1,2,3,0,0,0,12,8,1,0,0,28
Yw1vQd5U5GB6ZPqn2buhBg,439,74,0,1,0,1,7,0,0,0,0,0,2,0,1,0,1,19,4,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
w_MxXl29Pnpc94EU6S39cg,262,30,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2
J1uidHIL7nE_noUuvFXj0A,651,223,0,0,1,1,53,4,0,0,0,3,2,9,1,3,3,55,20,0,0,0,0,2,29,10,0,0,0,3,3,0,1,0,1,1,1,0,0,17
rbGjumv1jiCJ6FN3rPpciA,361,53,0,0,0,0,3,0,2,0,0,1,1,0,2,0,1,9,1,0,0,2,0,0,5,2,0,0,0,2,0,0,0,0,2,6,0,0,0,14
9JtY3GKP0QJhYzsEzFugOg,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4BJPLCjghJy3_wXjUtQLQ,274,40,0,0,0,0,6,0,0,0,1,0,0,0,1,0,1,7,2,0,0,0,0,2,12,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4
vQNe7TD_QDpGtGbkaAqi8Q,285,76,0,0,0,0,19,2,0,0,0,1,0,1,1,0,2,15,3,0,0,0,0,0,13,8,0,0,0,1,1,0,0,0,3,2,0,0,0,4
ItZXR8qp_WC_v9zuSQGS9w,159,24,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,11,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RDuPefU1ZBP6OyolshXvGw,23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I_ft5lRPr37Rvpjgp-APDw,326,57,0,0,0,0,4,1,0,0,0,3,2,1,0,0,0,32,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0
A5A8dP2q7_j1_jmKDjDz6w,380,71,0,0,0,0,9,2,0,0,0,0,1,1,1,0,0,32,5,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,4,4,0,0,0,4
owsPscBGzgmWYIPohLau1g,283,41,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,6,4,0,0,1,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
vRLEBh69vgWFiBvMxD8qbA,108,39,0,0,0,0,6,1,2,0,0,0,0,1,5,1,0,14,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,0,1
LSy_aK05ojSPW9v0PLxxnA,74,13,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
EQEdd8hAQIsG9JF7c7RaVQ,103,9,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
INYPAcIlZlB5xn2g0SqoGg,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EA10YCkaxzRoCEOB38xv1Q,578,115,0,0,0,0,18,1,1,0,0,0,1,0,4,2,3,51,8,0,0,0,0,1,8,1,0,1,0,0,4,0,0,1,2,2,0,0,0,6
oR3lbTfdCsHGwrvrBpw3gw,94,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
HxegWRjhi7m73mXRI8qQIg,284,41,0,0,0,0,5,2,0,0,0,0,0,2,2,0,1,18,1,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3
9hTI2_9upvC5JI0oju1PtQ,244,56,0,0,0,0,5,2,0,0,0,1,4,0,1,0,0,33,4,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
tirBpLAxEAfcLMUkXrZ5TQ,157,39,0,0,0,0,5,0,1,0,0,0,1,0,4,2,0,10,1,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,1,0,0,0,4
ibPGkJt4VaKLFY9NijDxEg,568,141,0,1,0,0,18,2,0,0,2,0,3,2,2,4,6,58,7,0,0,0,0,2,12,7,0,0,0,3,1,0,0,0,3,1,0,0,0,7
VFvCFOYtyK9ae4Skxvf3vA,1258,215,0,0,0,0,37,2,2,0,0,2,3,1,5,2,0,97,12,0,0,0,0,1,24,4,0,0,0,1,5,0,0,0,6,3,0,0,0,8
Sxr9FykZWGK3QL_odHzTaA,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
k58xxR4s_0Ez4Hg_wjUwOA,57,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sPd-zQtPSARMw1vx131v1w,275,45,0,0,0,0,10,1,0,0,0,1,0,1,1,2,1,8,1,0,0,2,0,0,4,1,0,0,0,5,0,0,0,0,1,0,0,0,1,5
_ZlE_ZW6JM1av0NaT_YLQQ,75,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
djYEaHQgGFnG9NOQzrgoaA,18,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdrGc9wanL5Pci0C3rllzg,180,26,0,0,0,1,4,0,0,0,0,1,3,0,2,1,0,9,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
vSDaI7j5peZnSrefkpCWvg,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5HMXgD_gui5n0Tc_hadesg,883,216,0,0,0,0,29,2,1,0,0,4,2,4,1,1,2,106,11,0,0,0,0,2,22,5,0,0,0,3,0,0,0,0,3,1,0,0,0,17
FmryxQP9gJR-0VIr9yFgsQ,101,11,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SI0R_Fw7kFc_2bO_SX2rqw,452,163,1,0,0,0,7,3,1,0,0,1,2,1,11,6,2,28,6,0,0,0,2,0,30,13,0,1,0,2,2,0,0,0,3,8,0,0,0,33
6fF-nAA2AWTPYF2vlOzqtg,1054,126,0,1,0,0,14,1,5,0,0,1,2,0,9,3,2,37,6,0,0,2,0,1,13,7,0,0,0,5,1,0,0,0,3,4,0,0,0,9
4UjU7F_EX3lgUtkzN8Bbrw,416,49,0,0,0,0,12,1,1,0,0,0,0,0,0,1,0,18,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,6
uSM_sCp22BJWeatTDl6ODA,417,128,0,0,0,0,11,0,1,0,0,1,4,7,2,7,4,37,5,0,0,0,0,0,14,7,0,0,0,5,1,0,0,0,2,1,1,0,1,17
gz8aXeMOCSjJ4k1WOjgg-g,468,141,0,0,0,0,8,2,18,0,0,0,0,0,12,0,1,14,4,0,0,0,0,3,28,5,0,0,0,1,1,0,0,0,4,17,0,0,0,23
OlccZTzfjD4YXgrKcLYLTQ,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a_VHb1Z9M-1_kML6XOE8pw,57,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1
QFEEm3joTWU5ZF4suCuRPQ,443,95,0,0,0,0,16,2,1,0,0,2,2,2,2,1,1,35,6,0,0,0,0,0,17,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2
dSxO3WBYqd_jJl7xbN_DbQ,272,41,0,0,0,0,5,0,2,0,0,0,4,0,1,0,1,7,0,0,0,1,0,0,8,0,0,0,0,2,0,0,0,0,2,2,0,0,0,6
I4TsMod2uKwI1ftm0fd2hQ,455,76,0,0,0,0,12,0,3,0,0,1,1,1,5,4,0,19,1,0,0,0,0,0,13,5,0,0,1,3,0,0,0,0,2,0,0,0,1,4
2AORsy2N2kbFX91EXm10Qg,320,87,0,0,0,0,6,1,1,0,0,0,2,4,2,1,3,19,8,0,0,2,0,3,15,3,0,0,0,2,3,0,0,0,2,0,0,0,0,10
rrk2huGFrvxUhjr_EpDLcA,1102,307,0,2,0,0,23,5,13,0,0,2,1,0,20,2,3,62,5,0,0,0,0,0,68,17,0,0,0,0,2,0,0,0,8,18,0,0,3,53
ErVhEB-tMXLx76pcSVdksw,573,110,0,1,0,0,15,0,2,0,0,0,4,3,0,1,1,52,6,0,0,0,0,2,11,1,1,0,0,0,1,0,0,0,0,2,0,0,0,7
PLuitJs0KkdjVE8wVlTZ_A,228,23,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
qAOHZtfOFdhKoGJhVK-caw,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MjpH-uP90jTUp_KqAOiBJg,636,154,0,0,0,1,17,5,0,0,0,0,3,5,1,4,3,42,10,0,0,0,0,3,23,13,0,0,0,6,1,0,0,0,4,3,0,0,0,10
ulUnZmW8lg9_7xV-w-T3yg,663,187,1,0,0,0,17,3,3,0,0,4,0,1,11,2,1,32,4,0,0,2,0,0,40,14,0,0,2,2,4,0,0,0,7,11,0,0,0,26
nryy6TL33W4ODPV2pXQPWw,111,40,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2,8,2,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8
u0V8PEMTDSoD7Ub8jVKuwg,335,52,0,0,0,0,6,2,0,0,0,0,0,1,3,0,0,18,4,0,0,1,0,1,7,3,0,0,0,1,0,0,0,0,1,1,0,0,0,3
xn3whXXXMg50i32TsvPaVA,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
J4Oln2xg4LR9_jbRuQNYjQ,148,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3QUmEM3oz4KITABtNAfYw,144,21,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
D8-ssK_8w1WBajKCXUG5Uw,98,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ol14S7A8OOGVRMg9yZB_BA,236,26,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
h0_YNSTrrTG9GYorwnbNwQ,33,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_PSbruescgnJXOHfwU32Mg,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eHtE8D7UCcmCh2b4uDYNuw,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KRxWLPfBVESFZgmLMiePpA,31,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
xb9CW16z1EDwTGtI73y3eA,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cBkeb-JRtUvHowlSzQaug,194,36,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,22,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
xmsOG5MKEeUhwbgQCYka4A,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r39ZmG-Qp9QgS_uhuuQPrQ,65,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
trO1LOYVscfLy_7e1seVUA,130,24,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,12,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8jZy3vjwOr8fxwdNO_i7Zg,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jvnuFNDtIxVDBrm2wIOiRA,94,27,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,8,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
tDPO_D0tjoWUOzqgRUcDkA,370,35,0,0,0,0,3,1,0,0,0,0,3,0,0,1,0,13,3,0,0,0,1,0,3,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0
kVI7NL59MPnYTx3Lg6PMTw,169,63,0,0,0,0,12,0,1,0,0,1,0,1,0,2,1,27,5,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,4,1,0,0,0,3
2XoPo7BcS4AQQAnsYp5Jhg,238,52,1,0,0,0,7,0,0,0,0,0,1,4,0,1,0,10,3,0,0,0,0,0,11,1,0,0,0,0,4,0,0,0,1,1,1,0,0,6
A-fOfbIhq6tGIXCQrUv23Q,62,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
e4I5c4Ld-tFnRM3OokYdeQ,28,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4O5NwQcF8qvo3-1TuLLRJA,365,54,1,0,0,1,6,2,1,0,0,0,1,0,2,0,0,17,2,0,0,1,0,2,5,3,0,0,0,3,0,0,0,0,0,2,0,0,0,5
yTamoMnnejzTlq5Lo6yMJQ,122,32,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,14,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
ZAV8c9iGKV8zWHxOpTxdYQ,363,62,0,0,0,0,4,1,2,0,0,1,0,1,1,4,0,22,3,0,0,0,0,0,13,1,0,0,0,2,1,0,0,0,1,0,0,0,0,5
XDv29FffNd2dWnDOtZP-wg,561,88,0,0,0,1,15,2,2,0,0,0,2,0,0,0,1,34,5,0,0,0,0,1,10,1,0,0,0,4,1,0,0,0,5,1,0,0,0,3
_g-wR8XPsjAn06mYvzgF-g,158,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
cZOzUfwPz8ANog-8nWzhRw,247,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VImbIWfxODVsiRHebSQePw,1300,128,0,0,0,0,19,5,2,0,0,3,1,1,1,4,0,42,8,0,0,0,0,0,22,4,0,0,0,1,2,0,0,0,1,0,0,0,0,12
sSgiI_GFDQ6lC1fwOO1n5A,252,31,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,1,2,0,0,0,8
ONZTUlSNjP5PkT7_qcEP5A,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fAhoG03Qy99lI0v7jGFYg,361,54,0,0,0,0,11,1,2,0,0,0,0,2,3,2,1,11,2,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,3,0,0,0,0,5
txYzBvaMdxK9cGIOdPIjag,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
